Código;Município;URS;Micro;Macro;População;CODMICRO;CODMACRO;Carimbo de data/hora;Total acumulado de doses de vacina aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacina aplicadas (SEGUNDA DOSE - D2);Total acumulado de doses de vacina aplicadas (DOSE ÚNICA - DU);Total acumulado de doses de vacina aplicadas (PRIMEIRA Dose de REFORÇO);Total acumulado de doses de vacina aplicadas (SEGUNDA Dose de REFORÇO);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (SEGUNDA DOSE - D2)
314880;Pedra do Anta;Ponte Nova;VIÇOSA;LESTE DO SUL;3.231;31.061;3110;17/03/2022 14:56;3.026;3.032;75;2.177;0;216;49
314890;Pedra do Indaiá;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;4.028;31087;3105;27/04/2022 10:20;3.832;3.448;66;2.166;110;254;148
314900;Pedra Dourada;Manhuaçu;CARANGOLA;SUDESTE;2.549;31042;3107;02/05/2022 11:13;2.490;2.295;80;1.188;80;162;120
314910;Pedralva;Pouso Alegre;ITAJUBÁ;SUL;11.518;31003;3101;28/04/2022 15:32;10.176;9.705;216;7.359;771;810;674
314915;Pedras de Maria da Cruz;Januária;JANUÁRIA;NORTE;11.773;31053;3108;18/04/2022 09:08;6.678;6.122;138;4.285;10;815;134
314920;Pedrinópolis;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;3.671;31070;3112;02/05/2022 10:43;3.290;2.996;54;1.862;208;247;160
314930;Pedro Leopoldo;Belo Horizonte;VESPASIANO;CENTRO;65.176;31025;3103;29/04/2022 15:10;51.163;48.946;1.643;28.877;2.129;4.050;2.522
314940;Pedro Teixeira;Juiz de Fora;LIMA DUARTE;SUDESTE;1.858;31090;3107;13/04/2022 23:07;1.833;1.815;40;1.434;0;136;79
314950;Pequeri;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;3.384;31047;3107;02/05/2022 09:40;2.810;2.559;88;1.939;95;202;192
314960;Pequi;Sete Lagoas;SETE LAGOAS;CENTRO;4.488;31024;3103;28/04/2022 15:22;3.623;2.853;193;1.661;120;333;201
314970;Perdigão;Divinópolis;DIVINÓPOLIS;OESTE;11.619;31086;3105;26/04/2022 10:57;10.238;8.289;465;3.858;103;750;256
314980;Perdizes;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;15.965;31070;3112;27/04/2022 08:38;15.512;13.235;553;6.339;319;1.834;639
314990;Perdões;Varginha;LAVRAS;SUL;21.786;31004;3101;02/05/2022 14:44;17.169;16.900;442;11.153;1.013;1.234;804
314995;Periquito;Coronel Fabriciano;IPATINGA;VALE DO AÇO;6.975;31037;3114;02/05/2022 08:58;5.272;4.641;101;2.294;166;327;144
315000;Pescador;Teófilo Otoni;ITAMBACURI;NORDESTE;4.309;31096;3111;03/05/2022 07:28;3.010;2.773;61;1.590;161;301;191
315010;Piau;Juiz de Fora;JUIZ DE FORA;SUDESTE;2.804;31097;3107;26/04/2022 16:26;2.284;2.223;45;1.843;171;214;185
315015;Piedade de Caratinga;Coronel Fabriciano;CARATINGA;VALE DO AÇO;8.716;31034;3114;03/05/2022 12:05;7.073;6.627;90;2.969;176;553;313
315020;Piedade de Ponte Nova;Ponte Nova;PONTE NOVA;LESTE DO SUL;4.240;31060;3110;26/04/2022 14:56;3.495;3.449;70;2.391;121;333;235
315030;Piedade do Rio Grande;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;4.650;31015;3102;20/04/2022 14:27;4.034;3.919;77;2.763;287;296;190
315040;Piedade dos Gerais;Belo Horizonte;BETIM;CENTRO;5.074;31017;3103;19/04/2022 09:32;4.254;4.329;100;2.475;68;335;243
315050;Pimenta;Passos;PIUMHI;SUL;8.919;31093;3101;03/05/2022 09:23;7.497;6.999;120;4.548;182;478;302
315053;Pingo-d'Água;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;5.028;31035;3114;02/05/2022 07:41;3.730;3.465;85;2.037;133;359;212
315057;Pintópolis;Januária;Brasília de Minas/S. Francisco;NORTE;7.649;31049;3108;08/04/2022 10:36;5.645;5.122;65;2.487;0;682;237
315060;Piracema;Divinópolis;ITAÚNA;OESTE;6.567;31031;3105;03/05/2022 06:58;5.950;5.736;109;4.333;270;406;316
315070;Pirajuba;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;6.203;31071;3112;27/04/2022 11:08;5.942;5.415;75;3.145;197;481;285
315080;Piranga;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;17.870;31079;3102;29/04/2022 09:16;13.513;12.890;240;8.130;867;1.120;925
315090;Piranguçu;Pouso Alegre;ITAJUBÁ;SUL;5.574;31003;3101;02/05/2022 07:23;4.681;4.749;115;3.314;75;434;313
315100;Piranguinho;Pouso Alegre;ITAJUBÁ;SUL;8.638;31003;3101;02/05/2022 11:22;6.536;5.992;110;5.221;479;678;497
315110;Pirapetinga;Leopoldina;ALÉM PARAÍBA;SUDESTE;10.955;31041;3107;03/05/2022 08:20;9.191;8.368;180;5.355;299;637;303
315120;Pirapora;Pirapora;PIRAPORA;NORTE;57.474;31055;3108;03/05/2022 09:24;43.094;40.832;1.484;19.254;429;2.591;755
315130;Piraúba;Ubá;UBÁ;SUDESTE;10.949;31048;3107;27/04/2022 13:55;10.225;9.114;309;6.381;508;797;613
315140;Pitangui;Divinópolis;PARÁ DE MINAS;OESTE;27.981;31032;3105;02/05/2022 16:07;22.212;20.396;515;10.606;352;1.548;777
315150;Piumhi;Passos;PIUMHI;SUL;34.754;31093;3101;02/05/2022 17:29;29.495;26.660;678;14.052;791;1.295;543
315160;Planura;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;12.349;31071;3112;30/04/2022 16:20;9.642;9.019;296;4.494;195;866;515
315170;Poço Fundo;Alfenas;ALFENAS/MACHADO;SUL;16.983;31001;3101;02/05/2022 15:46;14.437;13.697;500;9.987;921;1.152;861
315180;Poços de Caldas;Pouso Alegre;POÇOS DE CALDAS;SUL;167.769;31.006;3101;28/04/2022 11:52;148.002;139.541;3.267;92.052;6.300;10.198;5.433
315190;Pocrane;Manhuaçu;MANHUAÇU;LESTE DO SUL;8.809;31059;3110;02/05/2022 09:51;7.355;7.025;105;3.928;191;502;319
315200;Pompéu;Sete Lagoas;SETE LAGOAS;CENTRO;32.387;31024;3103;28/04/2022 09:05;25.509;24.119;686;13.273;945;2.405;1.314
315210;Ponte Nova;Ponte Nova;PONTE NOVA;LESTE DO SUL;61.560;31060;3110;20/04/2022 19:21;48.921;47.969;3.419;32.618;2.605;3.896;2.114
315213;Ponto Chique;Pirapora;PIRAPORA;NORTE;4.279;31055;3108;19/04/2022 11:21;4.000;2.716;65;880;40;315;129
315217;Ponto dos Volantes;Pedra Azul;ITAOBIM;NORDESTE;12.343;31065;3111;03/05/2022 11:15;9.179;8.850;110;6.400;356;972;693
315220;Porteirinha;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;38.541;31052;3108;29/04/2022 11:12;29.799;27.906;519;16.508;924;2.324;1.291
315230;Porto Firme;Ponte Nova;VIÇOSA;LESTE DO SUL;11.274;31061;3110;28/04/2022 11:08;9.390;7.990;171;4.714;178;618;405
315240;Poté;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;16.865;31099;3111;28/04/2022 11:20;11.550;10.375;160;5.700;7;908;420
315250;Pouso Alegre;Pouso Alegre;POUSO ALEGRE;SUL;151.284;31007;3101;02/05/2022 21:09;140.799;131.662;3.824;76.169;4.261;9.577;5.285
315260;Pouso Alto;Varginha;SÃO LOURENÇO;SUL;6.043;31008;3101;29/04/2022 10:01;6.142;5.944;174;3.711;272;415;315
315270;Prados;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;9.041;31015;3102;03/05/2022 09:56;8.291;7.318;406;5.391;344;557;328
315280;Prata;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;28.109;31075;3113;03/05/2022 09:05;23.284;21.999;623;11.510;378;2.034;1004
315290;Pratápolis;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;8.641;31009;3101;03/05/2022 09:21;7.116;6.879;332;5.910;320;525;309
315300;Pratinha;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;3.667;31070;3112;03/05/2022 08:29;3.410;3.299;87;2.394;184;257;209
315310;Presidente Bernardes;Ubá;UBÁ;SUDESTE;5.523;31048;3107;03/05/2022 11:21;4.355;4.252;80;3.650;0;402;70
315320;Presidente Juscelino;Sete Lagoas;CURVELO;CENTRO;3.856;31019;3103;02/05/2022 15:13;3.596;3.471;56;2.613;238;266;198
315330;Presidente Kubitschek;Diamantina;DIAMANTINA;JEQUITINHONHA;3.060;31026;3104;03/05/2022 07:55;2.816;2.567;34;1.737;144;316;185
315340;Presidente Olegário;Patos de Minas;PATOS DE MINAS;NOROESTE;19.795;31057;3109;30/04/2022 15:56;15.423;13.085;583;8.237;261;841;280
315350;Alto Jequitibá;Manhuaçu;MANHUAÇU;LESTE DO SUL;8.473;31059;3110;03/05/2022 06:39;7.006;6.542;114;3.325;350;351;187
315360;Prudente de Morais;Sete Lagoas;SETE LAGOAS;CENTRO;10.702;31024;3103;03/05/2022 08:38;8.392;7.791;110;4.459;238;1.063;538
315370;Quartel Geral;Sete Lagoas;SETE LAGOAS;CENTRO;3.628;31024;3103;12/04/2022 15:27;2.792;2.680;53;1.956;99;232;125
315380;Queluzito;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;1.973;31079;3102;28/04/2022 12:08;2.081;1.894;36;1.286;101;118;60
315390;Raposos;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;16.801;31016;3103;02/05/2022 17:54;12.450;11.381;280;5.547;1.830;1.195;794
315400;Raul Soares;Ponte Nova;PONTE NOVA;LESTE DO SUL;24.139;31060;3110;03/05/2022 12:56;18.947;18.284;352;12.168;722;1.342;765
315410;Recreio;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;10.664;31044;3107;03/05/2022 09:14;8.104;7.521;200;4.666;299;619;379
315415;Reduto;Manhuaçu;MANHUAÇU;LESTE DO SUL;7.101;31059;3110;03/05/2022 07:51;9.056;5.542;85;1.974;30;328;79
315420;Resende Costa;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;11.604;31015;3102;30/04/2022 15:37;10.039;9.410;350;6.091;420;795;467
315430;Resplendor;Governador Valadares;RESPLENDOR;LESTE;17.735;31040;3106;28/04/2022 15:49;12.448;11.762;903;6.330;411;753;281
315440;Ressaquinha;Barbacena;BARBACENA;CENTRO SUL;4.950;31013;3102;02/05/2022 15:44;4.118;3.881;73;2.957;255;366;259
315445;Riachinho;Unaí;UNAÍ;NOROESTE;8.334;31058;3109;02/05/2022 08:52;6.044;5.512;93;3.099;20;520;370
315450;Riacho dos Machados;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;9.667;31052;3108;02/05/2022 16:24;6.769;5.672;71;2.805;79;319;91
315460;Ribeirão das Neves;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;335.043;31016;3103;30/04/2022 12:22;263.432;207.225;13.257;74.521;4.326;26.420;9.521
315470;Ribeirão Vermelho;Varginha;LAVRAS;SUL;4.109;31004;3101;03/05/2022 08:35;3.783;3.471;82;2.364;177;298;241
315480;Rio Acima;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;10.128;31016;3103;02/05/2022 13:52;7.839;7.565;210;4.349;265;771;538
315490;Rio Casca;Ponte Nova;PONTE NOVA;LESTE DO SUL;13.852;31060;3110;25/04/2022 14:26;11.736;10.201;215;6.580;218;790;425
315500;Rio Doce;Ponte Nova;PONTE NOVA;LESTE DO SUL;2.661;31060;3110;25/04/2022 09:21;2.667;2.777;0;2.037;155;159;114
315510;Rio do Prado;Pedra Azul;ALMENARA/JACINTO;NORDESTE;5.280;31094;3111;03/05/2022 11:40;4.140;4.156;60;2.656;350;407;252
315520;Rio Espera;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;5.603;31079;3102;26/04/2022 08:08;5.193;4.921;72;5.040;229;308;206
315530;Rio Manso;Belo Horizonte;BETIM;CENTRO;5.938;31017;3103;25/04/2022 11:58;4.921;4.557;112;3.046;132;360;232
315540;Rio Novo;Juiz de Fora;JUIZ DE FORA;SUDESTE;9.068;31097;3107;03/05/2022 10:12;7.272;7.067;177;4.343;525;559;405
315550;Rio Paranaíba;Patos de Minas;SÃO GOTARDO;NOROESTE;12.548;31082;3109;02/05/2022 07:36;12.196;11.801;397;7.270;430;1.215;676
315560;Rio Pardo de Minas;Montes Claros;TAIOBEIRAS;NORTE;31.295;31.085;3108;20/04/2022 11:39;21.087;18.065;410;6.882;23;946;201
315570;Rio Piracicaba;Itabira;JOÃO MONLEVADE;CENTRO;14.696;31023;3103;12/04/2022 14:29;13.941;12.421;296;8.129;77;1.033;315
315580;Rio Pomba;Ubá;UBÁ;SUDESTE;18.246;31048;3107;26/04/2022 13:01;15.134;14.711;525;8.331;986;1.042;543
315590;Rio Preto;Juiz de Fora;LIMA DUARTE;SUDESTE;5.579;31.090;3107;05/04/2022 07:25;4.501;4.098;110;2.643;0;319;117
315600;Rio Vermelho;Diamantina;GUANHÃES;CENTRO;13.125;31020;3103;26/04/2022 14:45;10.507;9.943;126;5.928;136;881;453
315610;Ritápolis;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;4.751;31015;3102;02/05/2022 11:03;4.089;4.139;85;3.036;275;267;180
315620;Rochedo de Minas;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;2.346;31047;3107;03/05/2022 11:49;2.037;2.031;45;1.496;91;193;184
315630;Rodeiro;Ubá;UBÁ;SUDESTE;8.253;31048;3107;02/05/2022 12:03;7.159;6.010;292;2.343;45;541;237
315640;Romaria;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;3.606;31074;3113;02/05/2022 07:37;3.227;3.111;75;2.213;71;254;174
315645;Rosário da Limeira;Ubá;MURIAÉ;SUDESTE;4.577;31045;3107;20/04/2022 16:55;4.400;3.938;109;1.727;16;178;56
315650;Rubelita;Montes Claros;SALINAS;NORTE;6.461;31098;3108;03/05/2022 09:19;5.716;5.620;90;3.012;69;335;175
315660;Rubim;Pedra Azul;ALMENARA/JACINTO;NORDESTE;10.436;31094;3111;02/05/2022 10:54;7.567;6.677;142;4.112;116;583;345
315670;Sabará;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;136.518;31016;3103;03/05/2022 11:09;99.835;92.320;2.349;49.789;3.232;9.661;5.361
315680;Sabinópolis;Diamantina;GUANHÃES;CENTRO;15.804;31020;3103;03/05/2022 09:51;13.525;12.932;168;8.034;160;1.287;796
315690;Sacramento;Uberaba;UBERABA;TRIÂNGULO DO SUL;26.080;31072;3112;03/05/2022 07:25;22.218;21.716;1.016;11.735;927;1.433;874
315700;Salinas;Montes Claros;SALINAS;NORTE;41.880;31098;3108;25/04/2022 10:09;34.716;30.716;661;15.614;0;1.617;122
315710;Salto da Divisa;Pedra Azul;ALMENARA/JACINTO;NORDESTE;7.143;31094;3111;03/05/2022 11:04;5.850;5.838;85;1.310;270;867;456
315720;Santa Bárbara;Itabira;ITABIRA;CENTRO;31.233;31021;3103;29/04/2022 11:44;27.483;26.147;961;18.743;1.378;2.707;1.556
315725;Santa Bárbara do Leste;Coronel Fabriciano;CARATINGA;VALE DO AÇO;8.240;31.034;3114;02/05/2022 14:49;7.284;6.743;117;3.883;260;584;318
315727;Santa Bárbara do Monte Verde;Juiz de Fora;LIMA DUARTE;SUDESTE;3.207;31090;3107;03/05/2022 09:41;2.503;2.538;50;1.411;69;243;197
315730;Santa Bárbara do Tugúrio;Barbacena;BARBACENA;CENTRO SUL;4.588;31013;3102;02/05/2022 12:17;3.590;3.592;80;3.055;209;323;285
315733;Santa Cruz de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;8.717;31015;3102;28/04/2022 16:20;6.356;6.006;79;2.709;140;497;242
315737;Santa Cruz de Salinas;Montes Claros;SALINAS;NORTE;4.232;31098;3108;25/04/2022 10:22;3.771;3.161;62;1.532;39;266;84
315740;Santa Cruz do Escalvado;Ponte Nova;PONTE NOVA;LESTE DO SUL;4.941;31060;3110;02/05/2022 07:09;4.721;4.591;51;3.061;315;298;249
315750;Santa Efigênia de Minas;Governador Valadares;GOVERNADOR VALADARES;LESTE;4.502;31036;3106;03/05/2022 07:29;3.670;3.421;80;2.672;206;373;236
315760;Santa Fé de Minas;Pirapora;PIRAPORA;NORTE;3.937;31055;3108;27/04/2022 07:55;2.778;2.052;60;770;0;261;60
315765;Santa Helena de Minas;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;6.484;31062;3111;03/05/2022 10:12;4.656;4.449;56;2.958;100;703;461
315770;Santa Juliana;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;14.259;31070;3112;03/05/2022 09:03;13.866;12.156;308;5.726;279;734;326
315780;Santa Luzia;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;219.938;31016;3103;03/05/2022 11:36;179.531;153.486;4.095;80.235;3.633;15.997;7.741
315790;Santa Margarida;Manhuaçu;MANHUAÇU;LESTE DO SUL;16.223;31059;3110;27/04/2022 07:43;13.531;12.446;211;6.067;312;932;519
315800;Santa Maria de Itabira;Itabira;ITABIRA;CENTRO;10.997;31021;3103;25/04/2022 15:36;9.884;9.046;160;4.259;289;814;303
315810;Santa Maria do Salto;Pedra Azul;ALMENARA/JACINTO;NORDESTE;5.275;31094;3111;03/05/2022 11:19;3.729;3.401;90;1.730;111;259;86
315820;Santa Maria do Suaçuí;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;14.786;31081;3106;03/05/2022 11:35;11.290;10.534;256;6.508;635;942;720
315830;Santana da Vargem;Varginha;TRÊS PONTAS;SUL;7.330;31011;3101;29/04/2022 07:36;6.508;6.381;123;4.420;356;543;391
315840;Santana de Cataguases;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;3.944;31044;3107;26/04/2022 14:07;3.309;3.264;65;1.839;65;228;106
315850;Santana de Pirapama;Sete Lagoas;SETE LAGOAS;CENTRO;7.939;31024;3103;02/05/2022 08:04;7.494;6.439;126;3.981;256;460;278
315860;Santana do Deserto;Juiz de Fora;JUIZ DE FORA;SUDESTE;4.026;31097;3107;27/04/2022 11:28;3.613;3.406;60;2.310;41;565;428
315870;Santana do Garambéu;Barbacena;BARBACENA;CENTRO SUL;2.501;31013;3102;03/05/2022 10:17;1.933;1.982;35;1.639;211;185;156
315880;Santana do Jacaré;Divinópolis;CAMPO BELO;OESTE;4.873;31089;3105;02/05/2022 15:10;4.415;3.913;57;2.747;17;805;532
315890;Santana do Manhuaçu;Manhuaçu;MANHUAÇU;LESTE DO SUL;8.841;31059;3110;02/05/2022 07:54;7.066;5.907;100;2.953;0;440;170
315895;Santana do Paraíso;Coronel Fabriciano;IPATINGA;VALE DO AÇO;34.665;31037;3114;03/05/2022 08:47;27.286;26.036;315;8.936;186;1.681;374
315900;Santana do Riacho;Belo Horizonte;VESPASIANO;CENTRO;4.278;31025;3103;29/04/2022 08:30;4.019;4.079;63;2.640;95;384;311
315910;Santana dos Montes;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;3.859;31079;3102;03/05/2022 09:04;3.224;3.259;119;2.196;202;263;230
315920;Santa Rita de Caldas;Pouso Alegre;POÇOS DE CALDAS;SUL;8.935;31.006;3101;27/04/2022 09:31;7.358;6.562;163;4.960;571;424;253
315930;Santa Rita de Jacutinga;Juiz de Fora;LIMA DUARTE;SUDESTE;5.030;31090;3107;27/04/2022 16:17;3.956;4.215;80;2.926;141;274;163
315935;Santa Rita de Minas;Coronel Fabriciano;CARATINGA;VALE DO AÇO;7.238;31034;3114;28/04/2022 15:00;5.654;4.651;125;2.411;183;420;221
315940;Santa Rita de Ibitipoca;Barbacena;BARBACENA;CENTRO SUL;3.551;31013;3102;03/05/2022 10:55;3.065;3.064;50;2.475;232;279;231
315950;Santa Rita do Itueto;Governador Valadares;RESPLENDOR;LESTE;5.644;31040;3106;03/05/2022 09:54;4.714;3.710;50;1.510;86;311;90
315960;Santa Rita do Sapucaí;Pouso Alegre;POUSO ALEGRE;SUL;44.029;31007;3101;03/05/2022 11:20;36.990;35.189;1.043;25.620;1.088;3.097;2.007
315970;Santa Rosa da Serra;Patos de Minas;SÃO GOTARDO;NOROESTE;3.411;31082;3109;18/03/2022 09:40;3.005;2.560;56;1.408;0;174;31
315980;Santa Vitória;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;19.720;31073;3113;03/05/2022 10:18;16.848;15.962;375;9.504;372;1.157;642
315990;Santo Antônio do Amparo;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;18.866;31088;3105;02/05/2022 11:11;15.098;14.020;220;10.666;568;1.341;908
316000;Santo Antônio do Aventureiro;Leopoldina;ALÉM PARAÍBA;SUDESTE;3.674;31041;3107;29/04/2022 10:38;3.523;3.453;5;2.548;145;244;165
316010;Santo Antônio do Grama;Ponte Nova;PONTE NOVA;LESTE DO SUL;4.100;31060;3110;28/04/2022 07:44;3.968;3.772;105;2.770;66;348;180
316020;Santo Antônio do Itambé;Diamantina;SERRO;JEQUITINHONHA;3.923;31095;3104;26/04/2022 11:14;3.598;3.271;46;2.464;0;343;155
316030;Santo Antônio do Jacinto;Pedra Azul;ALMENARA/JACINTO;NORDESTE;11.875;31094;3111;03/05/2022 10:52;7.899;7.479;250;4.620;4;667;186
316040;Santo Antônio do Monte;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;28.391;31.087;3105;03/05/2022 10:39;21.729;19.764;565;10.135;926;1.066;418
316045;Santo Antônio do Retiro;Montes Claros;TAIOBEIRAS;NORTE;7.287;31085;3108;03/05/2022 07:12;4.840;4.649;182;2.213;107;412;148
316050;Santo Antônio do Rio Abaixo;Itabira;ITABIRA;CENTRO;1.812;31.021;3103;03/05/2022 09:45;1.723;1.680;45;1.023;48;158;120
316060;Santo Hipólito;Sete Lagoas;CURVELO;CENTRO;3.244;31.019;3103;29/04/2022 13:42;2.384;2.265;81;1.258;67;177;61
316070;Santos Dumont;Juiz de Fora;SANTOS DUMONT;SUDESTE;47.219;31046;3107;03/05/2022 10:00;36.642;36.916;1.121;20.692;1.138;2.803;1.562
316080;São Bento Abade;Varginha;TRÊS CORAÇÕES;SUL;5.178;31010;3101;02/05/2022 11:46;4.026;3.937;63;2.643;69;479;373
316090;São Brás do Suaçuí;Barbacena;CONGONHAS;CENTRO SUL;3.815;31.078;3102;25/04/2022 13:23;3.114;3.186;125;2.452;30;310;183
316095;São Domingos das Dores;Coronel Fabriciano;CARATINGA;VALE DO AÇO;5.754;31034;3114;28/04/2022 15:15;4.978;4.657;71;2.272;54;405;211
316100;São Domingos do Prata;Itabira;JOÃO MONLEVADE;CENTRO;17.634;31023;3103;27/04/2022 14:18;15.147;14.469;482;9.480;1.015;1.130;608
316105;São Félix de Minas;Governador Valadares;MANTENA;LESTE;3.423;31038;3106;03/05/2022 08:27;2.792;2.620;65;1.710;190;206;127
316110;São Francisco;Januária;Brasília de Minas/S. Francisco;NORTE;57.379;31049;3108;02/05/2022 12:17;42.548;34.519;799;17.506;195;3.961;1.308
316120;São Francisco de Paula;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;6.727;31088;3105;02/05/2022 10:14;6.039;5.820;148;4.541;500;512;349
316130;São Francisco de Sales;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;6.274;31071;3112;03/05/2022 11:01;5.074;4.347;83;2.386;142;369;149
316140;São Francisco do Glória;Ubá;MURIAÉ;SUDESTE;5.050;31.045;3107;01/05/2022 10:37;4.100;3.879;67;2.694;224;302;190
316150;São Geraldo;Ubá;UBÁ;SUDESTE;12.586;31048;3107;03/05/2022 11:14;8.716;8.369;243;5.130;600;666;466
316160;São Geraldo da Piedade;Governador Valadares;GOVERNADOR VALADARES;LESTE;4.054;31036;3106;02/05/2022 11:56;3.132;2.891;60;1.864;91;159;65
316165;São Geraldo do Baixio;Governador Valadares;GOVERNADOR VALADARES;LESTE;4.084;31036;3106;03/05/2022 12:08;2.572;2.432;80;1.445;55;207;88
316170;São Gonçalo do Abaeté;Patos de Minas;PATOS DE MINAS;NOROESTE;7.116;31057;3109;05/04/2022 07:58;6.280;5.459;96;2.800;0;380;130
316180;São Gonçalo do Pará;Divinópolis;DIVINÓPOLIS;OESTE;12.632;31.086;3105;02/05/2022 10:29;9.967;8.887;214;5.433;508;751;438
316190;São Gonçalo do Rio Abaixo;Itabira;ITABIRA;CENTRO;10.904;31021;3103;03/05/2022 08:03;13.976;11.878;915;7.195;273;1.052;754
316200;São Gonçalo do Sapucaí;Varginha;VARGINHA;SUL;25.776;31012;3101;20/04/2022 10:41;19.629;19.190;430;10.790;236;1.674;778
316210;São Gotardo;Patos de Minas;SÃO GOTARDO;NOROESTE;35.139;31082;3109;18/04/2022 14:09;33.667;30.179;530;13.948;209;2.605;653
316220;São João Batista do Glória;Passos;PASSOS;SUL;7.523;31092;3101;03/05/2022 06:44;6.124;6.010;110;3.592;160;415;253
316225;São João da Lagoa;Montes Claros;CORAÇÃO DE JESUS;NORTE;4.932;31050;3108;27/04/2022 16:49;4.114;3.669;69;1.990;66;348;148
316230;São João da Mata;Pouso Alegre;POUSO ALEGRE;SUL;2.798;31007;3101;27/04/2022 09:49;2.729;2.414;50;1.774;92;188;115
316240;São João da Ponte;Januária;Brasília de Minas/S. Francisco;NORTE;25.566;31049;3108;29/04/2022 12:31;21.015;19.932;395;10.028;119;1.697;833
316245;São João das Missões;Januária;MANGA;NORTE;13.245;31076;3108;13/04/2022 15:44;11.690;9.237;71;5.384;0;1.405;176
316250;São João del Rei;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;91.061;31015;3102;29/04/2022 10:01;83.243;77.046;4.323;43.990;1.414;4.856;2.252
316255;São João do Manhuaçu;Manhuaçu;MANHUAÇU;LESTE DO SUL;11.510;31059;3110;03/05/2022 07:42;8.164;7.054;174;2.307;66;454;98
316257;São João do Manteninha;Governador Valadares;MANTENA;LESTE;5.963;31038;3106;03/05/2022 10:13;4.290;3.514;125;1.570;120;196;107
316260;São João do Oriente;Coronel Fabriciano;IPATINGA;VALE DO AÇO;7.810;31037;3114;02/05/2022 08:20;6.484;5.554;136;3.352;169;384;141
316265;São João do Pacuí;Montes Claros;CORAÇÃO DE JESUS;NORTE;4.497;31050;3108;29/04/2022 16:07;3.124;3.052;55;1.466;21;295;95
316270;São João do Paraíso;Montes Claros;TAIOBEIRAS;NORTE;23.937;31085;3108;02/05/2022 07:53;17.230;15.640;233;7.447;81;839;306
316280;São João Evangelista;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;16.139;31080;3106;03/05/2022 10:40;13.539;12.956;430;7.253;325;1.220;747
316290;São João Nepomuceno;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;26.702;31047;3107;29/04/2022 07:29;21.295;20.140;640;13.377;998;1.498;850
316292;São Joaquim de Bicas;Belo Horizonte;BETIM;CENTRO;32.149;31017;3103;27/04/2022 08:28;22.954;21.509;6.400;17.337;790;2.651;1.358
316294;São José da Barra;Passos;PASSOS;SUL;7.380;31092;3101;25/04/2022 11:39;6.509;5.444;106;3.582;70;509;265
