Código;Município;URS;Micro;Macro;População;CODMICRO;CODMACRO;Carimbo de data/hora;Total acumulado de doses de vacina aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacina aplicadas (SEGUNDA DOSE - D2);Total acumulado de doses de vacina aplicadas (DOSE ÚNICA - DU);Total acumulado de doses de vacina aplicadas (PRIMEIRA Dose de REFORÇO);Total acumulado de doses de vacina aplicadas (SEGUNDA Dose de REFORÇO);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (PRIMEIRA DOSE - D1);Total acumulado de doses de vacinas PEDIÁTRICAS aplicadas (SEGUNDA DOSE - D2)
316295;São José da Lapa;Belo Horizonte;VESPASIANO;CENTRO;24.191;31025;3103;26/04/2022 13:53;19.123;17.502;325;9.203;353;1.896;868
316300;São José da Safira;Governador Valadares;GOVERNADOR VALADARES;LESTE;4.346;31036;3106;03/05/2022 08:23;3.001;2.688;71;1.348;56;200;65
316310;São José da Varginha;Divinópolis;PARÁ DE MINAS;OESTE;5.092;31032;3105;30/04/2022 08:42;4.549;3.913;125;1.870;175;264;220
316320;São José do Alegre;Pouso Alegre;ITAJUBÁ;SUL;4.218;31003;3101;28/04/2022 07:52;3.227;3.238;79;2.772;170;332;215
316330;São José do Divino;Teófilo Otoni;ITAMBACURI;NORDESTE;3.927;31.096;3111;02/05/2022 08:18;2.678;2.375;75;1.298;93;253;109
316340;São José do Goiabal;Ponte Nova;PONTE NOVA;LESTE DO SUL;5.535;31060;3110;01/05/2022 13:40;4.789;4.359;135;3.006;569;374;242
316350;São José do Jacuri;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;6.539;31.080;3106;03/05/2022 08:09;5.044;4.986;80;2.677;244;439;319
316360;São José do Mantimento;Manhuaçu;MANHUAÇU;LESTE DO SUL;2.842;31059;3110;08/04/2022 10:55;2.308;2.138;50;1.157;0;217;128
316370;São Lourenço;Varginha;SÃO LOURENÇO;SUL;45.441;31008;3101;02/05/2022 10:06;39.815;37.536;1.280;23.031;1.314;2.155;1.272
316380;São Miguel do Anta;Ponte Nova;VIÇOSA;LESTE DO SUL;7.050;31061;3110;28/03/2022 12:07;5.311;5.433;65;3.875;0;462;104
316390;São Pedro da União;Alfenas;GUAXUPÉ;SUL;4.839;31002;3101;18/03/2022 16:28;4.095;3.930;159;4.225;0;332;67
316400;São Pedro dos Ferros;Ponte Nova;PONTE NOVA;LESTE DO SUL;7.952;31060;3110;28/04/2022 08:38;6.514;5.776;145;3.542;227;437;210
316410;São Pedro do Suaçuí;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;5.362;31080;3106;02/05/2022 08:22;4.171;4.075;177;2.288;189;329;208
316420;São Romão;Januária;Brasília de Minas/S. Francisco;NORTE;12.557;31049;3108;03/05/2022 09:13;6.041;5.568;120;2.997;5;598;289
316430;São Roque de Minas;Passos;PIUMHI;SUL;7.098;31093;3101;29/04/2022 10:28;6.648;6.062;96;3.537;0;423;214
316440;São Sebastião da Bela Vista;Pouso Alegre;POUSO ALEGRE;SUL;5.603;31007;3101;29/04/2022 07:35;5.656;4.681;72;2.675;27;466;223
316443;São Sebastião da Vargem Alegre;Ubá;MURIAÉ;SUDESTE;3.063;31045;3107;02/05/2022 15:27;2.551;2.432;45;1.665;82;259;216
316447;São Sebastião do Anta;Coronel Fabriciano;CARATINGA;VALE DO AÇO;6.401;31034;3114;02/05/2022 07:04;5.046;4.431;93;1.870;150;485;213
316450;São Sebastião do Maranhão;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;10.262;31081;3106;02/05/2022 11:00;6.941;5.915;137;3.414;207;476;212
316460;São Sebastião do Oeste;Divinópolis;DIVINÓPOLIS;OESTE;6.895;31086;3105;02/05/2022 10:44;8.844;7.700;414;4.169;254;615;297
316470;São Sebastião do Paraíso;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;70.748;31009;3101;03/05/2022 10:33;58.049;52.704;1.396;34.869;2.911;4.529;2.977
316480;São Sebastião do Rio Preto;Itabira;ITABIRA;CENTRO;1.576;31021;3103;02/05/2022 08:23;1.485;1.399;20;984;0;118;52
316490;São Sebastião do Rio Verde;Varginha;SÃO LOURENÇO;SUL;2.284;31008;3101;02/05/2022 09:26;1.856;1.789;40;1.234;43;150;114
316500;São Tiago;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;11.157;31015;3102;27/04/2022 15:53;9.350;9.314;200;7.849;712;875;695
316510;São Tomás de Aquino;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;7.084;31009;3101;28/04/2022 15:33;6.021;5.702;100;3.510;263;527;300
316520;São Thomé das Letras;Varginha;TRÊS CORAÇÕES;SUL;7.100;31010;3101;19/04/2022 11:39;5.560;5.343;114;2.760;0;381;33
316530;São Vicente de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;7.667;31015;3102;03/05/2022 08:51;5.958;5.862;136;3.741;331;504;442
316540;Sapucaí-Mirim;Pouso Alegre;ITAJUBÁ;SUL;6.873;31003;3101;28/04/2022 12:57;6.035;5.465;136;3.117;180;509;312
316550;Sardoá;Governador Valadares;GOVERNADOR VALADARES;LESTE;6.412;31036;3106;03/05/2022 09:25;4.639;3.785;108;2.394;168;367;164
316553;Sarzedo;Belo Horizonte;CONTAGEM;CENTRO;32.716;31018;3103;03/05/2022 08:09;27.591;26.732;945;17.202;1.189;3.333;2.339
316555;Setubinha;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;12.475;31099;3111;03/05/2022 09:48;7.443;6.796;85;2.086;0;944;595
316556;Sem-Peixe;Ponte Nova;PONTE NOVA;LESTE DO SUL;2.822;31.060;3110;02/05/2022 12:16;2.673;2.444;50;1.659;0;159;124
316557;Senador Amaral;Pouso Alegre;POUSO ALEGRE;SUL;5.464;31007;3101;03/05/2022 11:51;5.152;3.963;41;2.148;44;470;234
316560;Senador Cortes;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;2.052;31047;3107;03/05/2022 07:21;2.022;1.971;50;1.192;107;207;142
316570;Senador Firmino;Ubá;UBÁ;SUDESTE;7.952;31048;3107;02/05/2022 07:10;6.624;6.920;135;4.422;482;728;389
316580;Senador José Bento;Pouso Alegre;POUSO ALEGRE;SUL;1.698;31007;3101;25/04/2022 13:47;1.565;1.551;30;1.125;47;102;48
316590;Senador Modestino Gonçalves;Diamantina;DIAMANTINA;JEQUITINHONHA;4.251;31026;3104;03/05/2022 10:25;3.882;3.550;74;2.208;150;272;131
316600;Senhora de Oliveira;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;5.869;31079;3102;27/04/2022 08:03;4.703;4.596;86;3.275;209;426;328
316610;Senhora do Porto;Itabira;GUANHÃES;CENTRO;3.596;31020;3103;03/05/2022 10:46;3.020;2.670;56;1.508;120;267;171
316620;Senhora dos Remédios;Barbacena;BARBACENA;CENTRO SUL;10.598;31013;3102;03/05/2022 11:11;8.732;8.126;135;6.072;525;637;488
316630;Sericita;Ponte Nova;PONTE NOVA;LESTE DO SUL;7.479;31060;3110;03/05/2022 07:22;5.575;4.951;76;1.917;12;312;130
316640;Seritinga;Varginha;SÃO LOURENÇO;SUL;1.886;31008;3101;03/05/2022 11:15;1.820;1.808;37;1.108;78;123;102
316650;Serra Azul de Minas;Diamantina;SERRO;JEQUITINHONHA;4.375;31095;3104;03/05/2022 08:51;3.491;3.033;45;1.580;110;371;253
316660;Serra da Saudade;Divinópolis;BOM DESPACHO;OESTE;800;31028;3105;29/04/2022 10:37;720;673;20;603;57;62;54
316670;Serra dos Aimorés;Teófilo Otoni;NANUQUE;NORDESTE;8.863;31066;3111;03/05/2022 07:58;5.858;5.183;105;2.707;283;397;206
316680;Serra do Salitre;Patos de Minas;PATOS DE MINAS;NOROESTE;11.594;31057;3109;02/05/2022 14:46;11.261;10.437;248;6.316;217;1.105;665
316690;Serrania;Alfenas;ALFENAS/MACHADO;SUL;7.817;31001;3101;03/05/2022 10:14;6.105;5.865;115;3.689;329;508;360
316695;Serranópolis de Minas;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;4.849;31052;3108;28/04/2022 16:30;3.565;3.404;80;2.712;127;279;155
316700;Serranos;Varginha;SÃO LOURENÇO;SUL;2.016;31008;3101;03/05/2022 08:52;1.770;1.713;35;1.329;129;130;117
316710;Serro;Diamantina;SERRO;JEQUITINHONHA;21.285;31095;3104;28/04/2022 09:58;17.200;16.600;610;11.300;300;1.210;650
316720;Sete Lagoas;Sete Lagoas;SETE LAGOAS;CENTRO;240.248;31024;3103;25/04/2022 16:52;185.829;176.602;5.904;98.994;172;14.125;5.125
316730;Silveirânia;Ubá;UBÁ;SUDESTE;2.304;31048;3107;29/04/2022 10:19;2.112;2.035;40;1.363;123;145;78
316740;Silvianópolis;Pouso Alegre;POUSO ALEGRE;SUL;6.355;31007;3101;03/05/2022 09:21;4.620;4.374;317;3.065;316;338;249
316750;Simão Pereira;Juiz de Fora;JUIZ DE FORA;SUDESTE;2.681;31.097;3107;03/05/2022 09:05;2.717;2.578;62;1.897;206;229;156
316760;Simonésia;Manhuaçu;MANHUAÇU;LESTE DO SUL;19.871;31059;3110;03/05/2022 09:43;17.051;16.532;185;7.608;471;1.372;658
316770;Sobrália;Governador Valadares;GOVERNADOR VALADARES;LESTE;5.790;31036;3106;03/05/2022 09:03;4.610;3.917;155;2.159;233;281;120
316780;Soledade de Minas;Varginha;SÃO LOURENÇO;SUL;6.264;31008;3101;03/05/2022 06:37;5.430;3.889;85;2.142;97;290;199
316790;Tabuleiro;Ubá;UBÁ;SUDESTE;3.941;31048;3107;03/05/2022 07:46;3.698;3.590;65;2.368;93;275;242
316800;Taiobeiras;Montes Claros;TAIOBEIRAS;NORTE;34.436;31085;3108;11/04/2022 21:18;25.481;21.622;443;10.725;0;1.475;255
316805;Taparuba;Manhuaçu;MANHUAÇU;LESTE DO SUL;3.153;31.059;3110;02/05/2022 11:31;3.197;2.927;63;1.226;58;185;92
316810;Tapira;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;4.857;31070;3112;03/05/2022 10:19;5.308;4.608;100;2.038;127;230;131
316820;Tapiraí;Divinópolis;FORMIGA;OESTE;1.881;31030;3105;29/04/2022 10:34;1.524;1.558;58;1.251;101;125;97
316830;Taquaraçu de Minas;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;4.152;31016;3103;29/04/2022 10:56;3.612;3.468;35;2.486;20;341;151
316840;Tarumirim;Governador Valadares;GOVERNADOR VALADARES;LESTE;14.424;31036;3106;03/05/2022 10:46;10.840;10.837;469;6.405;440;1.096;459
316850;Teixeiras;Ponte Nova;VIÇOSA;LESTE DO SUL;11.903;31061;3110;12/04/2022 15:47;10.750;9.470;173;5.853;0;918;203
316860;Teófilo Otoni;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;140.992;31099;3111;29/04/2022 16:38;110.516;107.935;3.703;48.894;795;4.905;1.401
316870;Timóteo;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;90.011;31035;3114;02/05/2022 15:54;71.866;58.353;1.522;31.859;2.101;3.425;1.334
316880;Tiradentes;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;8.124;31015;3102;03/05/2022 08:59;6.440;5.957;125;3.925;153;488;217
316890;Tiros;Patos de Minas;SÃO GOTARDO;NOROESTE;6.623;31082;3109;03/05/2022 12:16;6.337;5.521;85;3.190;102;391;248
316900;Tocantins;Ubá;UBÁ;SUDESTE;16.969;31.048;3107;27/04/2022 18:59;14.531;13.099;291;7.921;553;958;469
316905;Tocos do Moji;Pouso Alegre;POUSO ALEGRE;SUL;4.136;31007;3101;29/04/2022 13:40;3.661;3.651;68;3.132;319;248;221
316910;Toledo;Pouso Alegre;POUSO ALEGRE;SUL;6.371;31007;3101;02/05/2022 15:42;5.839;5.772;123;3.294;374;509;356
316920;Tombos;Manhuaçu;CARANGOLA;SUDESTE;8.349;31042;3107;27/04/2022 10:08;7.280;6.665;105;3.539;45;480;225
316930;Três Corações;Varginha;TRÊS CORAÇÕES;SUL;79.637;31010;3101;02/05/2022 11:53;62.527;58.751;2.785;38.880;2.233;5.332;3.062
316935;Três Marias;Sete Lagoas;CURVELO;CENTRO;31.844;31019;3103;25/04/2022 14:47;25.843;22.897;620;15.151;695;1.884;1.138
316940;Três Pontas;Varginha;TRÊS PONTAS;SUL;57.806;31011;3101;25/04/2022 13:41;45.314;42.434;1.282;24.043;1.046;3.793;1.954
316950;Tumiritinga;Governador Valadares;GOVERNADOR VALADARES;LESTE;6.857;31036;3106;03/05/2022 09:25;4.545;4.025;146;2.548;194;394;272
316960;Tupaciguara;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;25.691;31075;3113;03/05/2022 09:54;22.059;21.197;695;12.448;1.021;1.427;842
316970;Turmalina;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;20.163;31027;3104;02/05/2022 14:04;17.466;16.159;723;12.028;892;1.502;715
316980;Turvolândia;Pouso Alegre;POUSO ALEGRE;SUL;5.077;31007;3101;29/04/2022 10:58;4.466;4.288;137;2.459;119;394;237
316990;Ubá;Ubá;UBÁ;SUDESTE;112.945;31048;3107;03/05/2022 08:36;87.479;77.896;2.585;42.159;2.039;5.247;2.355
317000;Ubaí;Januária;Brasília de Minas/S. Francisco;NORTE;12.458;31049;3108;03/05/2022 08:37;8.601;7.702;103;5.034;567;1.009;704
317005;Ubaporanga;Coronel Fabriciano;CARATINGA;VALE DO AÇO;12.708;31.034;3114;28/04/2022 08:13;10.119;8.877;200;4.534;293;662;359
317010;Uberaba;Uberaba;UBERABA;TRIÂNGULO DO SUL;332.025;31072;3112;03/05/2022 11:26;284.556;259.368;8.205;145.461;8.462;18.261;9.213
317020;Uberlândia;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;679.294;31075;3113;06/04/2022 20:35;627.014;591.349;21.399;360.764;0;40.590;7.047
317030;Umburatiba;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;2.744;31062;3111;29/04/2022 08:56;2.186;1.737;55;707;0;117;3
317040;Unaí;Unaí;UNAÍ;NOROESTE;84.551;31058;3109;03/05/2022 07:29;66.515;59.609;2.411;23.331;973;3.332;65
317043;União de Minas;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;4.412;31071;3112;28/04/2022 10:04;3.374;3.308;45;2.013;155;301;226
317047;Uruana de Minas;Unaí;UNAÍ;NOROESTE;3.374;31058;3109;03/05/2022 08:12;3.050;2.725;28;1.269;64;235;97
317050;Urucânia;Ponte Nova;PONTE NOVA;LESTE DO SUL;10.608;31.060;3110;11/04/2022 14:53;9.023;8.278;290;6.158;166;738;445
317052;Urucuia;Januária;Brasília de Minas/S. Francisco;NORTE;17.171;31049;3108;19/04/2022 15:54;9.885;7.005;154;4.624;181;1.055;446
317057;Vargem Alegre;Coronel Fabriciano;CARATINGA;VALE DO AÇO;6.625;31034;3114;24/04/2022 17:14;4.919;4.457;111;1.942;0;215;10
317060;Vargem Bonita;Passos;PIUMHI;SUL;2.177;31093;3101;03/05/2022 09:49;1.945;1.980;40;1.521;136;185;85
317065;Vargem Grande do Rio Pardo;Montes Claros;TAIOBEIRAS;NORTE;5.030;31085;3108;03/05/2022 11:44;3.474;3.241;35;1.792;0;294;43
317070;Varginha;Varginha;VARGINHA;SUL;135.815;31012;3101;29/04/2022 15:18;112.339;106.911;2.615;57.807;3.098;7.982;4.390
317075;Varjão de Minas;Patos de Minas;PATOS DE MINAS;NOROESTE;7.307;31057;3109;03/05/2022 08:19;6.304;4.938;143;1.988;18;414;103
317080;Várzea da Palma;Pirapora;PIRAPORA;NORTE;39.852;31055;3108;01/04/2022 10:40;27.149;24.857;640;10.388;0;1.799;319
317090;Varzelândia;Januária;Brasília de Minas/S. Francisco;NORTE;19.695;31049;3108;18/04/2022 07:34;16.025;13.796;225;6.012;40;1.863;1.500
317100;Vazante;Patos de Minas;PATOS DE MINAS;NOROESTE;20.979;31057;3109;25/04/2022 11:10;17.818;16.859;369;10.186;351;1.078;412
317103;Verdelândia;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;9.523;31.052;3108;27/04/2022 08:28;6.532;5.332;122;2.682;45;682;301
317107;Veredinha;Diamantina;Turmalina/M. Novas/Capelinha;JEQUITINHONHA;5.863;31027;3104;01/04/2022 11:29;4.927;4.563;77;3.498;0;440;168
317110;Veríssimo;Uberaba;UBERABA;TRIÂNGULO DO SUL;4.073;31072;3112;03/05/2022 10:46;3.171;3.138;105;2.191;72;234;201
317115;Vermelho Novo;Coronel Fabriciano;CARATINGA;VALE DO AÇO;4.898;31034;3114;29/04/2022 14:47;4.741;4.447;67;2.692;152;424;304
317120;Vespasiano;Belo Horizonte;VESPASIANO;CENTRO;127.841;31025;3103;29/04/2022 17:36;99.469;89.367;3.085;45.128;1.676;10.089;5.913
317130;Viçosa;Ponte Nova;VIÇOSA;LESTE DO SUL;79.004;31.061;3110;01/04/2022 09:21;69.964;64.006;1.889;46.076;0;3.559;1.707
317140;Vieiras;Ubá;MURIAÉ;SUDESTE;3.693;31045;3107;02/05/2022 13:01;3.250;3.076;55;2.352;68;282;177
317150;Mathias Lobato;Governador Valadares;GOVERNADOR VALADARES;LESTE;3.335;31036;3106;03/05/2022 08:40;2.756;2.293;87;1.091;90;261;120
317160;Virgem da Lapa;Diamantina;ARAÇUAÍ;JEQUITINHONHA;14.175;31064;3104;02/05/2022 08:39;9.959;8.930;163;5.210;24;815;360
317170;Virgínia;Varginha;SÃO LOURENÇO;SUL;8.831;31008;3101;25/04/2022 16:40;7.781;7.837;150;4.629;360;491;323
317180;Virginópolis;Itabira;GUANHÃES;CENTRO;10.680;31020;3103;03/05/2022 11:20;8.008;7.667;194;5.395;462;770;468
317190;Virgolândia;Governador Valadares;GOVERNADOR VALADARES;LESTE;5.606;31036;3106;03/05/2022 09:19;4.415;3.351;122;2.070;240;327;165
317200;Visconde do Rio Branco;Ubá;UBÁ;SUDESTE;41.808;31048;3107;02/05/2022 11:17;35.187;32.185;1.211;17.475;982;2.532;1.328
317210;Volta Grande;Leopoldina;ALÉM PARAÍBA;SUDESTE;5.275;31041;3107;03/05/2022 10:20;4.224;4.150;94;3.136;176;360;306
317220;Wenceslau Braz;Pouso Alegre;ITAJUBÁ;SUL;2.608;31003;3101;21/04/2022 14:40;2.114;2.102;40;1.702;71;168;120
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
